customer_id,customer_name,county,city,loyalty_tier,channel_preference,customer_type,signup_date
181,Anna Walsh,Galway,Galway,Silver,Store,Retail Customer,2024-06-12
182,Aoife Reilly,Dublin,Swords,Bronze,Online,Retail Customer,2024-08-02
183,Noah Kelly,Meath,Trim,Bronze,Online,Retail Customer,2023-11-05
184,Aoife O'Brien,Kilkenny,Kilkenny,Bronze,Mixed,Distributor,2023-06-12
185,Jack Murphy,Wicklow,Wicklow,Bronze,Online,Retail Customer,2025-11-27
186,Amelia Moore,Waterford,Waterford,Bronze,Online,Retail Customer,2023-03-03
187,Cillian Kelly,Galway,Galway,Gold,Mixed,Retail Customer,2024-07-20
188,Jack Byrne,Kildare,Naas,Gold,Mixed,Retail Customer,2025-11-22
189,James Nolan,Kilkenny,Kilkenny,Gold,Store,Retail Customer,2025-02-19
190,Finn O'Brien,Wicklow,Wicklow,Silver,Store,Retail Customer,2025-11-05
191,James McCarthy,Dublin,Tallaght,Silver,Online,Retail Customer,2025-01-31
192,Mia Healy,Wicklow,Bray,Silver,Online,Retail Customer,2023-03-14
193,Chloe Quinn,Waterford,Waterford,Gold,Online,Retail Customer,2024-08-18
194,Sophie Nolan,Kildare,Naas,Silver,Store,Retail Customer,2021-09-19
195,Daniel Healy,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2024-09-30
196,Ciara Ryan,Cork,Cork,Gold,Online,Retail Customer,2025-02-13
197,Emily Byrne,Dublin,Dublin,Silver,Online,Retail Customer,2024-05-05
198,Cillian Reilly,Dublin,Dublin,Silver,Mixed,Retail Customer,2023-07-12
199,Liam Dunne,Waterford,Waterford,Gold,Online,Distributor,2022-03-20
200,Sophie Kelly,Cork,Cork,Bronze,Mixed,Retail Customer,2022-07-03
201,Aoife Kennedy,Clare,Ennis,Silver,Online,Retail Customer,2021-08-16
202,James McCarthy,Galway,Galway,Bronze,Store,Retail Customer,2025-09-20
203,Mia Ryan,Meath,Navan,Silver,Online,Retail Customer,2025-04-12
204,Ava O'Brien,Galway,Galway,Silver,Mixed,Retail Customer,2021-03-16
205,James Kelly,Dublin,Swords,Silver,Mixed,Retail Customer,2024-08-26
206,Michael Nolan,Galway,Galway,Bronze,Online,Retail Customer,2025-05-09
207,Jack Fitzgerald,Clare,Ennis,Silver,Online,Retail Customer,2023-07-19
208,Aoife Quinn,Galway,Galway,Bronze,Online,Retail Customer,2023-03-06
209,Ella Byrne,Wicklow,Bray,Silver,Online,Retail Customer,2022-05-13
210,Mia Lynch,Wicklow,Wicklow,Platinum,Store,Retail Customer,2022-05-06
211,Liam Byrne,Cork,Cork,Bronze,Store,Retail Customer,2024-05-21
212,Isla Gallagher,Wicklow,Bray,Bronze,Online,Retail Customer,2022-05-04
213,Cillian Moore,Meath,Trim,Platinum,Mixed,Retail Customer,2020-02-12
214,Emily Walsh,Wicklow,Wicklow,Bronze,Store,Retail Customer,2023-07-08
215,Ava Moore,Dublin,Swords,Bronze,Store,Retail Customer,2020-12-19
216,Anna Dunne,Limerick,Limerick,Silver,Online,Retail Customer,2022-07-02
217,Isla Ryan,Dublin,Swords,Gold,Store,Retail Customer,2020-04-10
218,Mia Moore,Galway,Galway,Platinum,Store,Wholesale Partner,2021-12-13
219,Sarah Kelly,Waterford,Waterford,Silver,Store,Retail Customer,2024-06-20
220,Grace Gallagher,Limerick,Limerick,Bronze,Store,Retail Customer,2024-05-05
221,Lucy Smith,Dublin,Tallaght,Platinum,Mixed,Retail Customer,2025-04-07
222,Sarah Fitzgerald,Kildare,Kildare,Gold,Mixed,Retail Customer,2021-12-23
223,Rían Smith,Limerick,Limerick,Platinum,Online,Wholesale Partner,2020-05-23
224,Ava Fitzgerald,Dublin,Dublin,Gold,Online,Retail Customer,2023-04-11
225,Emily Reilly,Dublin,Swords,Bronze,Online,Retail Customer,2022-11-18
226,Ella Moore,Dublin,Dublin,Silver,Online,Retail Customer,2024-08-16
227,Ava Healy,Cork,Cork,Bronze,Online,Retail Customer,2021-06-15
228,Sophie Reilly,Dublin,Tallaght,Silver,Online,Retail Customer,2021-04-09
229,Mia Byrne,Cork,Cork,Silver,Online,Retail Customer,2022-08-06
230,Ella Ryan,Kilkenny,Kilkenny,Gold,Mixed,Retail Customer,2020-09-15
231,Amelia Kennedy,Meath,Trim,Bronze,Store,Retail Customer,2025-05-02
232,Mia Moore,Waterford,Waterford,Silver,Mixed,Retail Customer,2024-03-02
233,Ella Reilly,Dublin,Swords,Gold,Store,Retail Customer,2021-01-10
234,Rían Healy,Meath,Navan,Gold,Online,Wholesale Partner,2024-01-16
235,James Gallagher,Kildare,Naas,Platinum,Online,Wholesale Partner,2025-04-28
236,Chloe Gallagher,Dublin,Swords,Bronze,Online,Retail Customer,2023-02-21
237,Ciara Kennedy,Wicklow,Wicklow,Bronze,Online,Retail Customer,2025-04-30
238,Finn Fitzgerald,Meath,Trim,Silver,Online,Retail Customer,2023-05-23
239,Anna Lynch,Meath,Trim,Bronze,Online,Retail Customer,2023-06-04
240,Ella Lynch,Cork,Cork,Bronze,Online,Retail Customer,2020-11-22
241,Daniel Quinn,Cork,Cork,Platinum,Online,Retail Customer,2020-06-10
242,Noah Lynch,Clare,Ennis,Silver,Online,Retail Customer,2021-11-22
243,Aoife Quinn,Kildare,Newbridge,Bronze,Store,Retail Customer,2024-03-22
244,Ava O'Brien,Waterford,Waterford,Bronze,Online,Retail Customer,2024-11-25
245,Finn Smith,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2020-10-07
246,Jack Fitzgerald,Dublin,Tallaght,Gold,Online,Retail Customer,2025-10-16
247,Ella Murphy,Clare,Ennis,Gold,Mixed,Retail Customer,2023-04-13
248,Mia O'Brien,Dublin,Swords,Bronze,Online,Retail Customer,2024-10-25
249,Emily Lynch,Wicklow,Wicklow,Bronze,Online,Retail Customer,2022-04-23
250,Ava Byrne,Limerick,Limerick,Bronze,Online,Retail Customer,2020-12-08
251,Grace Moore,Meath,Navan,Silver,Store,Retail Customer,2023-05-04
252,Michael Byrne,Cork,Cork,Bronze,Store,Retail Customer,2021-02-16
253,Conor Byrne,Kildare,Kildare,Gold,Store,Distributor,2020-06-17
254,Ava Ryan,Waterford,Waterford,Gold,Store,Retail Customer,2024-02-26
255,Aoife Kennedy,Dublin,Dublin,Bronze,Online,Retail Customer,2022-08-11
256,Grace Kelly,Galway,Galway,Silver,Online,Retail Customer,2024-03-24
257,Anna Dunne,Dublin,Dublin,Silver,Online,Retail Customer,2020-09-11
258,Chloe Dunne,Wicklow,Bray,Silver,Online,Retail Customer,2022-11-17
259,Cillian Walsh,Dublin,Tallaght,Gold,Store,Retail Customer,2021-08-11
260,Lucy Healy,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2020-06-21
261,Amelia Nolan,Dublin,Dublin,Silver,Store,Retail Customer,2023-10-09
262,Ella Gallagher,Waterford,Waterford,Bronze,Store,Retail Customer,2023-04-16
263,Isla Murphy,Waterford,Waterford,Bronze,Store,Retail Customer,2024-11-16
264,Isla Reilly,Dublin,Dublin,Silver,Online,Retail Customer,2020-03-02
265,Ella Murray,Wicklow,Wicklow,Bronze,Store,Retail Customer,2021-01-09
266,Ava Dunne,Clare,Ennis,Bronze,Online,Retail Customer,2022-07-13
267,Ella Kennedy,Cork,Cork,Silver,Mixed,Retail Customer,2020-12-16
268,Amelia Ryan,Cork,Cork,Bronze,Mixed,Retail Customer,2021-11-05
269,Daniel Murray,Wicklow,Wicklow,Silver,Online,Retail Customer,2025-06-04
270,Aoife Kennedy,Dublin,Tallaght,Bronze,Online,Retail Customer,2021-04-28
271,Lucy Gallagher,Dublin,Tallaght,Bronze,Online,Retail Customer,2025-03-08
272,Isla Kelly,Wicklow,Wicklow,Gold,Online,Retail Customer,2021-08-23
273,Sophie McCarthy,Wicklow,Wicklow,Platinum,Mixed,Retail Customer,2023-01-07
274,Conor Doyle,Wicklow,Wicklow,Bronze,Mixed,Retail Customer,2020-05-27
275,Isla O'Brien,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2023-05-02
276,Ava Kelly,Galway,Galway,Bronze,Online,Retail Customer,2023-12-02
277,Noah Nolan,Limerick,Limerick,Gold,Online,Distributor,2022-03-04
278,James Kennedy,Limerick,Limerick,Platinum,Store,Retail Customer,2020-03-02
279,Cillian Doyle,Dublin,Tallaght,Platinum,Online,Retail Customer,2022-01-06
280,Anna Smith,Meath,Trim,Gold,Online,Wholesale Partner,2021-09-23
281,Cillian Gallagher,Waterford,Waterford,Bronze,Online,Retail Customer,2023-07-07
282,Ciara Lynch,Dublin,Swords,Silver,Online,Retail Customer,2023-08-21
283,James O'Brien,Cork,Cork,Platinum,Online,Retail Customer,2020-11-01
284,Sarah Murray,Dublin,Swords,Gold,Online,Retail Customer,2020-01-17
285,Liam Gallagher,Meath,Navan,Bronze,Store,Retail Customer,2023-09-05
286,Ella Murray,Kilkenny,Kilkenny,Silver,Store,Retail Customer,2023-04-20
287,Daniel Quinn,Kilkenny,Kilkenny,Bronze,Mixed,Retail Customer,2021-01-09
288,Jack McCarthy,Waterford,Waterford,Bronze,Online,Retail Customer,2021-08-25
289,Michael Reilly,Limerick,Limerick,Bronze,Online,Retail Customer,2020-08-19
290,Ava Byrne,Kilkenny,Kilkenny,Gold,Store,Retail Customer,2025-08-19
291,Aoife Kennedy,Kilkenny,Kilkenny,Gold,Store,Retail Customer,2024-03-07
292,Jack O'Brien,Dublin,Dublin,Silver,Online,Retail Customer,2021-07-30
293,Sophie Moore,Dublin,Dublin,Silver,Store,Retail Customer,2023-06-21
294,Conor Reilly,Dublin,Swords,Silver,Mixed,Retail Customer,2022-08-17
295,Ella Murray,Kilkenny,Kilkenny,Platinum,Online,Retail Customer,2025-12-06
296,Daniel O'Brien,Kildare,Newbridge,Bronze,Online,Retail Customer,2021-08-24
297,Jack Moore,Wicklow,Wicklow,Bronze,Store,Retail Customer,2022-12-19
298,Emily Kelly,Clare,Ennis,Bronze,Mixed,Retail Customer,2023-01-02
299,Rían Fitzgerald,Waterford,Waterford,Bronze,Online,Retail Customer,2022-11-14
300,Anna Ryan,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2020-04-19
301,Sarah Murray,Dublin,Swords,Bronze,Online,Retail Customer,2025-03-29
302,Emily Doyle,Dublin,Swords,Gold,Store,Retail Customer,2022-05-14
303,James Doyle,Kilkenny,Kilkenny,Gold,Mixed,Wholesale Partner,2025-01-08
304,Noah Lynch,Cork,Cork,Silver,Mixed,Retail Customer,2021-11-22
305,Daniel Doyle,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2023-08-23
306,Rían Nolan,Cork,Cork,Gold,Mixed,Retail Customer,2021-07-18
307,Grace O'Brien,Wicklow,Bray,Gold,Store,Retail Customer,2020-07-25
308,Emily O'Brien,Dublin,Tallaght,Silver,Mixed,Retail Customer,2021-08-30
309,Emily Walsh,Dublin,Tallaght,Silver,Online,Retail Customer,2023-12-03
310,Liam O'Brien,Dublin,Swords,Silver,Mixed,Retail Customer,2024-11-03
311,Conor Nolan,Limerick,Limerick,Platinum,Mixed,Retail Customer,2025-01-23
312,Cillian Gallagher,Dublin,Dublin,Platinum,Mixed,Retail Customer,2025-10-05
313,Ciara Dunne,Meath,Navan,Bronze,Online,Retail Customer,2021-12-15
314,Ciara Byrne,Waterford,Waterford,Bronze,Online,Retail Customer,2021-12-29
315,Anna Smith,Wicklow,Bray,Platinum,Online,Retail Customer,2025-03-28
316,Ella Smith,Cork,Cork,Silver,Online,Retail Customer,2021-06-16
317,Ciara Smith,Galway,Galway,Gold,Store,Retail Customer,2025-09-16
318,Ava Murphy,Dublin,Swords,Gold,Online,Retail Customer,2025-01-05
319,Lucy Dunne,Kilkenny,Kilkenny,Platinum,Store,Retail Customer,2022-10-29
320,Amelia Fitzgerald,Dublin,Dublin,Gold,Store,Retail Customer,2023-07-04
321,Grace Healy,Dublin,Dublin,Bronze,Store,Retail Customer,2020-02-19
322,Finn Gallagher,Wicklow,Wicklow,Silver,Online,Retail Customer,2020-10-04
323,Lucy Healy,Meath,Trim,Bronze,Mixed,Retail Customer,2021-08-15
324,Ella Smith,Wicklow,Wicklow,Bronze,Mixed,Retail Customer,2020-08-07
325,Jack Ryan,Kilkenny,Kilkenny,Gold,Mixed,Wholesale Partner,2020-04-21
326,Mia Fitzgerald,Cork,Cork,Silver,Online,Distributor,2025-07-30
327,Grace Fitzgerald,Kildare,Naas,Silver,Online,Retail Customer,2021-01-10
